	group_id	metric_value	users	visits	churn_users	churn_visits	group
733	10	8613.976	1	1	1	7	B
734	8	7127.0	0	0	1	5	A
735	1	10076.0	0	0	0	9	A
736	15	5401.976	0	0	1	4	B
737	6	5490.0	0	0	1	8	A
738	16	4764.976	0	0	1	9	B
739	13	5701.976	0	0	0	6	B
740	8	5389.0	0	0	0	7	A
741	3	4117.0	0	0	1	4	A
742	12	7295.976	1	2	0	5	B
743	2	7513.0	1	7	0	7	A
744	7	4498.0	0	0	0	9	A
745	12	7938.976	0	0	1	7	B
746	6	7971.0	0	0	1	5	A
747	14	9322.976	0	0	1	9	B
748	15	6598.976	1	6	1	5	B
749	8	5490.0	0	0	0	8	A
750	11	8745.976	1	2	1	9	B
751	4	3306.0	1	12	1	8	A
752	14	5070.976	0	0	1	4	B
753	4	5696.0	1	20	0	7	A
754	10	6101.976	1	2	1	9	B
755	11	6117.976	1	4	1	8	B
756	13	6188.976	1	16	0	4	B
757	1	7506.0	1	16	0	7	A
758	8	7932.0	1	15	1	9	A
759	2	6220.0	1	5	1	9	A
760	6	6553.0	0	0	1	4	A
761	2	6985.0	0	0	1	9	A
762	10	7501.976	0	0	1	7	B
763	1	2107.0	1	3	0	9	A
764	11	8027.976	1	34	1	5	B
765	14	7392.976	0	0	1	2	B
766	8	7434.0	1	7	0	9	A
767	11	4819.976	1	10	1	6	B
768	9	5933.976	1	1	1	6	B
769	1	6323.0	1	2	1	9	A
770	10	8949.976	0	0	1	4	B
771	4	8250.0	0	0	1	7	A
772	5	4900.0	1	0	1	9	A
773	10	7064.976	0	0	1	7	B
774	9	4026.976	1	6	1	9	B
775	10	7281.976	1	19	0	5	B
776	15	6900.976	1	25	1	7	B
777	2	6451.0	0	0	0	8	A
778	13	4263.976	1	4	1	8	B
779	13	9066.976	1	0	1	8	B
780	7	4757.0	0	0	1	8	A
781	13	4359.976	0	0	0	7	B
782	4	3981.0	0	0	1	9	A
783	7	2579.0	0	0	1	9	A
784	13	9095.976	1	5	1	6	B
785	7	5918.0	0	0	1	8	A
786	16	4785.976	1	8	1	9	B
787	11	3849.976	0	0	1	3	B
788	6	4410.0	1	36	1	7	A
789	10	6919.976	1	26	1	9	B
790	14	7879.976	1	0	1	6	B
791	11	6666.976	1	2	1	9	B
792	5	4477.0	0	0	0	4	A
793	8	8456.0	0	0	1	8	A
794	12	5075.976	1	0	1	6	B
795	10	5435.976	1	5	1	7	B
796	16	7932.976	0	0	1	7	B
797	4	2667.0	1	41	0	8	A
798	6	6891.0	0	0	1	6	A
799	16	6904.976	0	0	1	9	B
800	5	6867.0	0	0	1	6	A
801	16	9858.976	1	3	0	5	B
802	15	5007.976	0	0	1	7	B
803	3	4460.0	0	0	1	7	A
804	16	6902.976	0	0	1	9	B
805	7	6175.0	1	0	1	9	A
806	14	7295.976	1	11	1	8	B
807	12	7836.976	0	0	1	7	B
808	11	9026.976	1	11	1	7	B
809	13	6124.976	0	0	1	6	B
810	12	6572.976	1	0	1	7	B
811	13	4809.976	1	2	1	9	B
812	16	5301.976	1	6	1	9	B
813	14	7648.976	0	0	1	6	B
814	16	8222.976	0	0	1	5	B
815	12	7363.976	1	46	1	7	B
816	14	7717.976	1	9	1	7	B
817	2	4402.0	0	0	1	6	A
818	14	7703.976	1	11	1	9	B
819	9	5739.976	1	3	1	7	B
820	3	4116.0	1	8	0	5	A
821	3	5273.0	0	0	0	7	A
822	15	6102.976	0	0	1	6	B
823	4	6322.0	0	0	0	6	A
824	14	9933.976	0	0	1	4	B
825	14	4636.976	1	11	1	9	B
826	5	3203.0	1	3	1	9	A
827	16	6692.976	1	2	1	8	B
828	13	4876.976	1	0	1	7	B
829	10	5645.976	0	0	1	4	B
830	13	5599.976	1	2	1	8	B
831	1	8590.0	0	0	1	6	A
832	7	7939.0	1	2	1	7	A
833	12	4099.976	0	0	1	7	B
834	9	5558.976	0	0	0	8	B
835	5	4669.0	1	16	1	7	A
836	15	8038.976	1	0	0	7	B
837	11	8624.976	0	0	0	3	B
838	14	6367.976	0	0	1	9	B
839	14	6553.976	1	32	0	9	B
840	10	6967.976	0	0	1	9	B
841	10	7292.976	1	2	1	4	B
842	3	7380.0	0	0	1	9	A
843	8	4987.0	0	0	0	8	A
844	7	6225.0	0	0	1	9	A
845	4	6374.0	0	0	1	8	A
846	7	3894.0	1	2	1	6	A
847	14	5415.976	0	0	0	5	B
848	1	1868.0	0	0	1	9	A
849	10	4615.976	1	1	1	7	B
850	6	2990.0	1	4	0	6	A
851	10	6828.976	0	0	1	8	B
852	2	10403.0	0	0	1	6	A
853	11	7166.976	1	3	1	6	B
854	10	7623.976	1	23	0	7	B
855	16	4840.976	0	0	1	5	B
856	8	6537.0	0	0	1	8	A
857	6	5642.0	1	14	1	4	A
858	1	6066.0	0	0	0	7	A
859	8	7920.0	1	1	0	7	A
860	5	7308.0	1	3	0	8	A
861	10	8706.976	1	25	1	9	B
862	7	7470.0	1	11	1	9	A
863	3	8050.0	0	0	1	6	A
864	11	8784.976	0	0	0	9	B
865	14	4245.976	1	15	0	9	B
866	15	7534.976	0	0	1	3	B
867	1	4892.0	0	0	1	9	A
868	14	6875.976	1	9	0	8	B
869	10	3269.976	0	0	1	5	B
870	7	8222.0	1	3	1	9	A
871	11	5028.976	0	0	1	4	B
872	12	8342.976	1	1	1	9	B
873	11	3517.976	1	7	1	7	B
874	6	4775.0	1	1	0	9	A
875	13	8355.976	0	0	1	7	B
876	9	4992.976	0	0	1	6	B
877	14	9624.976	1	19	0	7	B
878	10	8387.976	1	10	1	6	B
879	12	7538.976	1	0	1	9	B
880	15	8217.976	1	3	0	7	B
881	8	4726.0	1	9	0	9	A
882	12	6004.976	0	0	1	7	B
883	6	6781.0	0	0	1	9	A
884	1	4771.0	1	0	0	8	A
885	8	5425.0	1	8	1	9	A
886	7	5533.0	0	0	0	8	A
887	6	5452.0	0	0	1	9	A
888	8	5649.0	1	7	1	3	A
889	11	8886.976	1	10	1	8	B
890	15	5977.976	1	3	1	8	B
891	4	4859.0	1	3	0	6	A
892	15	5943.976	1	31	1	3	B
893	14	3571.976	0	0	1	1	B
894	6	6208.0	1	1	0	4	A
895	14	6529.976	1	2	1	7	B
896	10	7664.976	1	13	1	7	B
897	10	7920.976	1	1	1	9	B
898	4	3806.0	1	4	0	6	A
899	9	4426.976	1	24	1	4	B
900	15	4702.976	0	0	0	6	B
901	15	7632.976	0	0	1	9	B
902	5	4309.0	0	0	1	8	A
903	13	8346.976	0	0	1	9	B
904	9	5309.976	1	6	0	8	B
905	9	7668.976	1	0	1	8	B
906	4	4443.0	1	31	0	5	A
907	1	6637.0	1	16	1	5	A
908	4	6423.0	1	3	0	7	A
909	12	5136.976	1	10	1	9	B
910	3	8139.0	0	0	1	7	A
911	4	7830.0	0	0	1	4	A
912	10	6397.976	0	0	1	7	B
913	8	8877.0	0	0	0	9	A
914	5	2994.0	1	7	0	5	A
915	11	9400.976	0	0	1	5	B
916	8	4485.0	0	0	1	4	A
917	6	5564.0	1	7	1	9	A
918	14	7383.976	0	0	1	9	B
919	2	8537.0	1	4	0	4	A
920	14	6222.976	1	2	1	8	B
921	4	6335.0	1	12	0	8	A
922	8	2912.0	1	13	0	7	A
923	9	5066.976	0	0	0	6	B
924	12	8155.976	1	3	0	6	B
925	6	4416.0	1	7	1	6	A
926	15	4088.976	0	0	1	5	B
927	11	6837.976	1	10	1	8	B
928	14	8453.976	0	0	1	9	B
929	7	7281.0	0	0	0	2	A
930	15	4475.976	1	7	1	4	B
931	1	7758.0	1	30	0	8	A
932	2	6488.0	0	0	1	8	A
933	16	5094.976	0	0	1	8	B
934	7	5426.0	0	0	0	8	A
935	4	8671.0	1	59	1	7	A
936	3	5684.0	1	28	0	9	A
937	15	6190.976	1	3	1	6	B
938	8	7146.0	0	0	1	3	A
939	11	6079.976	1	12	1	8	B
940	8	4043.0	1	5	0	1	A
941	11	5587.976	0	0	1	9	B
942	9	6246.976	0	0	1	6	B
943	5	6672.0	0	0	0	6	A
944	13	6589.976	1	10	0	8	B
945	5	4027.0	0	0	1	9	A
946	10	9627.976	0	0	1	7	B
947	4	5321.0	0	0	1	8	A
948	8	7898.0	1	25	1	5	A
949	9	9199.976	1	29	1	8	B
950	6	6126.0	0	0	1	7	A
951	10	4826.976	1	39	1	6	B
952	6	4021.0	1	9	1	9	A
953	5	3732.0	1	0	0	7	A
954	10	8665.976	0	0	0	7	B
955	5	7880.0	1	12	0	8	A
956	8	3707.0	1	1	0	9	A
957	1	4612.0	0	0	1	9	A
958	1	4328.0	0	0	0	5	A
959	15	7088.976	1	9	1	6	B
960	1	7504.0	0	0	0	9	A
961	4	9948.0	0	0	1	8	A
962	7	6855.0	1	6	1	3	A
963	12	3687.976	0	0	1	9	B
964	5	3598.0	0	0	0	9	A
965	8	7554.0	1	10	0	4	A
966	9	8511.976	0	0	1	8	B
967	8	8443.0	0	0	0	9	A
968	2	5447.0	0	0	0	8	A
969	5	3309.0	1	28	0	8	A
970	9	6065.976	0	0	1	1	B
971	13	4388.976	1	0	1	8	B
972	1	5701.0	1	7	1	7	A
973	8	4181.0	1	20	1	9	A
974	5	4266.0	1	0	0	7	A
975	16	7398.976	0	0	1	6	B
976	16	3385.976	1	2	1	9	B
977	4	5343.0	0	0	1	9	A
978	10	5491.976	0	0	0	4	B
979	12	6649.976	0	0	1	8	B
980	1	5234.0	0	0	1	9	A
981	11	9011.976	0	0	1	9	B
982	1	5667.0	0	0	0	5	A
983	15	8928.976	0	0	0	7	B
984	1	5107.0	0	0	1	7	A
985	8	4494.0	1	2	0	5	A
986	1	4934.0	1	4	1	8	A
987	3	5882.0	1	1	0	3	A
988	11	5017.976	0	0	1	9	B
989	8	6349.0	0	0	0	4	A
990	15	8320.976	1	4	0	6	B
991	8	9217.0	1	65	0	8	A
992	6	3954.0	1	7	1	9	A
993	2	3545.0	1	3	1	5	A
994	8	7618.0	1	23	0	9	A
995	8	6922.0	0	0	0	8	A
996	14	5104.976	1	1	1	8	B
997	7	6235.0	0	0	1	8	A
998	2	3557.0	0	0	0	8	A
999	16	5570.976	0	0	1	7	B
1000	15	4811.976	1	1	1	6	B
1001	2	9402.0	0	0	1	5	A
1002	4	5253.0	1	34	1	4	A
1003	6	6600.0	1	27	0	9	A
1004	15	6687.976	1	1	1	0	B
1005	6	4389.0	0	0	1	7	A
1006	2	7097.0	1	9	1	7	A
1007	4	7327.0	0	0	0	8	A
1008	4	4251.0	1	1	1	8	A
1009	7	6264.0	1	23	0	8	A
1010	16	7842.976	0	0	1	5	B
1011	16	8140.976	0	0	1	4	B
1012	15	6593.976	1	7	1	9	B
1013	10	8419.976	0	0	1	9	B
1014	9	9446.976	1	32	1	9	B
1015	2	4211.0	0	0	1	8	A
1016	4	4500.0	1	19	0	8	A
1017	12	8178.976	0	0	1	7	B
1018	12	9527.976	1	13	1	8	B
1019	3	8473.0	0	0	1	7	A
1020	1	4142.0	1	9	1	9	A
1021	10	8091.976	1	4	0	9	B
1022	15	7746.976	1	4	1	7	B
1023	14	5006.976	1	1	0	8	B
1024	12	5168.976	1	12	1	8	B
1025	9	5580.976	1	17	0	9	B
1026	16	5346.976	1	15	1	6	B
1027	14	8803.976	0	0	1	6	B
1028	15	8727.976	0	0	1	7	B
1029	9	7259.976	1	3	0	5	B
1030	10	8172.976	1	4	0	8	B
1031	6	6380.0	0	0	1	4	A
1032	11	7181.976	0	0	0	8	B
1033	7	4334.0	1	7	0	8	A
1034	6	6031.0	0	0	0	9	A
1035	13	3557.976	0	0	1	3	B
1036	8	2818.0	1	10	0	8	A
1037	6	6628.0	1	24	1	9	A
1038	11	7786.976	0	0	1	7	B
1039	13	4123.976	1	5	0	7	B
1040	6	9343.0	1	0	1	9	A
1041	16	4499.976	1	24	1	6	B
1042	11	7930.976	1	15	1	5	B
1043	7	4193.0	0	0	0	9	A
1044	12	6647.976	0	0	1	5	B
1045	2	6786.0	1	2	0	7	A
1046	5	6518.0	1	5	1	9	A
1047	4	4059.0	1	9	1	3	A
1048	8	6192.0	0	0	0	7	A
1049	7	7173.0	1	4	1	9	A
1050	16	5881.976	1	20	0	7	B
1051	3	6625.0	1	6	0	8	A
1052	10	8281.976	1	13	1	9	B
1053	8	3628.0	0	0	0	8	A
1054	9	5479.976	1	18	1	7	B
1055	12	8566.976	0	0	1	9	B
1056	13	7875.976	1	18	0	6	B
1057	4	3412.0	0	0	1	9	A
1058	9	8932.976	0	0	1	8	B
1059	12	10041.976	0	0	1	8	B
1060	1	8546.0	1	2	1	7	A
1061	4	6802.0	0	0	0	9	A
1062	9	7548.976	0	0	1	4	B
1063	1	8189.0	0	0	0	8	A
1064	4	7582.0	1	30	0	9	A
1065	13	6639.976	1	10	1	7	B
1066	10	5341.976	0	0	1	9	B
1067	11	4494.976	0	0	1	6	B
1068	13	4603.976	1	16	1	7	B
1069	8	4603.0	1	5	1	5	A
1070	4	5394.0	0	0	1	6	A
1071	2	7506.0	1	10	1	9	A
1072	3	4856.0	1	13	0	9	A
1073	6	3235.0	1	10	1	3	A
1074	13	6396.976	0	0	1	7	B
1075	14	7306.976	1	7	1	3	B
1076	15	5782.976	1	8	1	7	B
1077	7	7443.0	0	0	1	3	A
1078	7	6923.0	0	0	0	7	A
1079	6	5684.0	0	0	1	7	A
1080	4	5102.0	1	7	0	8	A
1081	6	6438.0	0	0	0	3	A
1082	5	4876.0	0	0	1	9	A
1083	10	7567.976	1	23	1	6	B
1084	13	6771.976	0	0	1	3	B
1085	4	4579.0	1	2	0	3	A
1086	13	4230.976	1	2	1	8	B
1087	10	3299.976	1	8	1	6	B
1088	3	5201.0	1	11	0	6	A
1089	14	7953.976	1	0	1	9	B
1090	1	7821.0	1	14	0	6	A
1091	15	5498.976	0	0	1	9	B
1092	2	6624.0	0	0	1	9	A
1093	8	6867.0	0	0	0	3	A
1094	1	9789.0	1	3	1	2	A
1095	3	5930.0	1	15	0	6	A
1096	16	9740.976	1	0	1	9	B
1097	15	5777.976	1	7	1	4	B
1098	5	6212.0	0	0	0	6	A
1099	10	5555.976	1	20	0	8	B
1100	11	7903.976	1	25	1	7	B
1101	10	7885.976	0	0	1	6	B
1102	5	4769.0	1	29	1	6	A
1103	10	6005.976	1	1	1	9	B
1104	1	5821.0	1	0	0	8	A
1105	16	3457.976	0	0	1	7	B
1106	2	5105.0	1	0	1	6	A
1107	4	5494.0	0	0	0	7	A
1108	8	4644.0	0	0	0	8	A
1109	7	4306.0	1	4	1	7	A
1110	2	5249.0	1	0	0	8	A
1111	16	7578.976	0	0	1	4	B
1112	4	9971.0	1	15	0	2	A
1113	8	5838.0	1	5	1	1	A
1114	5	3845.0	1	6	1	6	A
1115	8	6401.0	1	13	0	9	A
1116	11	5352.976	0	0	1	7	B
1117	9	8058.976	0	0	1	9	B
1118	8	6604.0	0	0	1	5	A
1119	5	6304.0	0	0	0	9	A
1120	6	7523.0	0	0	0	8	A
1121	11	3467.976	0	0	0	6	B
1122	2	4985.0	0	0	0	6	A
1123	1	9151.0	1	9	0	9	A
1124	6	6635.0	0	0	1	6	A
1125	4	7544.0	0	0	1	9	A
1126	5	4325.0	0	0	1	9	A
1127	6	4565.0	0	0	1	8	A
1128	13	7205.976	1	2	1	8	B
1129	15	7049.976	0	0	1	9	B
1130	6	6580.0	1	0	1	9	A
1131	5	6572.0	0	0	0	7	A
1132	15	5803.976	0	0	1	5	B
1133	9	5122.976	0	0	1	8	B
1134	1	8263.0	0	0	0	9	A
1135	16	3245.976	0	0	1	3	B
1136	5	6155.0	0	0	1	6	A
1137	10	5093.976	1	9	1	9	B
1138	12	4065.976	1	17	1	6	B
1139	9	5387.976	0	0	0	8	B
1140	12	4904.976	0	0	1	6	B
1141	11	4545.976	0	0	1	8	B
1142	5	8931.0	1	9	1	5	A
1143	7	6487.0	1	3	1	3	A
1144	16	6744.976	1	10	1	7	B
1145	7	9202.0	0	0	0	6	A
1146	5	6591.0	1	24	1	2	A
1147	12	6097.976	1	9	1	9	B
1148	15	2925.976	1	33	1	2	B
1149	16	3621.976	1	12	1	8	B
1150	13	6715.976	0	0	1	9	B
1151	9	7208.976	1	8	1	8	B
1152	8	9940.0	0	0	1	8	A
1153	13	6476.976	0	0	1	6	B
1154	2	5380.0	1	12	1	8	A
1155	16	4842.976	0	0	1	9	B
1156	12	7466.976	1	2	1	5	B
1157	6	4284.0	0	0	1	5	A
1158	1	5589.0	0	0	0	6	A
1159	8	6912.0	1	8	1	7	A
1160	12	5162.976	1	16	1	9	B
1161	5	7388.0	0	0	0	8	A
1162	11	9245.976	0	0	0	9	B
1163	7	5373.0	0	0	0	6	A
1164	7	6447.0	0	0	1	5	A
1165	16	7738.976	1	8	1	9	B
1166	2	8920.0	1	0	0	8	A
1167	11	7768.976	1	21	0	5	B
1168	9	4943.976	0	0	1	8	B
1169	14	6338.976	1	1	1	9	B
1170	14	6289.976	0	0	1	6	B
1171	10	8768.976	0	0	1	3	B
1172	11	6850.976	1	21	1	5	B
1173	13	4234.976	1	3	1	8	B
1174	9	8186.976	1	16	1	7	B
1175	14	5696.976	0	0	1	7	B
1176	4	4978.0	0	0	1	8	A
1177	10	6327.976	1	2	0	9	B
1178	15	4312.976	1	6	1	9	B
1179	15	3423.976	0	0	1	7	B
1180	1	4511.0	0	0	0	9	A
1181	11	3926.976	0	0	0	6	B
1182	4	6761.0	1	5	1	5	A
1183	2	4604.0	1	33	0	3	A
1184	2	6555.0	0	0	0	6	A
1185	7	3951.0	1	42	0	6	A
1186	6	7025.0	1	62	1	8	A
1187	15	8754.976	1	26	0	5	B
1188	7	5199.0	0	0	0	6	A
1189	14	7079.976	0	0	1	9	B
1190	13	6744.976	0	0	1	8	B
1191	7	3035.0	0	0	1	8	A
1192	3	5768.0	1	5	1	4	A
1193	16	9495.976	0	0	1	9	B
1194	16	3607.976	0	0	1	3	B
1195	6	5607.0	0	0	0	5	A
1196	12	7033.976	0	0	1	5	B
1197	13	6808.976	0	0	1	9	B
1198	7	4179.0	0	0	1	7	A
1199	6	6575.0	1	2	1	7	A
1200	10	7870.976	0	0	1	5	B
1201	5	3613.0	0	0	1	6	A
1202	4	5560.0	1	18	0	7	A
1203	6	6673.0	1	2	0	6	A
1204	3	6454.0	1	5	0	6	A
1205	3	4974.0	1	12	1	8	A
1206	11	6676.976	1	8	1	8	B
1207	6	3372.0	1	7	0	8	A
1208	6	7225.0	0	0	0	8	A
1209	11	4837.976	1	7	1	7	B
1210	8	6117.0	1	9	1	9	A
1211	12	4184.976	1	4	0	9	B
1212	9	6564.976	0	0	1	7	B
1213	9	10242.976	0	0	0	8	B
1214	2	3551.0	0	0	0	8	A
1215	10	8115.976	1	18	1	5	B
1216	7	4990.0	0	0	1	8	A
1217	10	6560.976	1	3	1	6	B
1218	4	6951.0	0	0	1	9	A
1219	11	5251.976	1	7	0	9	B
1220	11	10189.976	1	0	1	8	B
1221	3	6878.0	1	12	0	8	A
1222	14	3020.976	1	34	1	9	B
1223	12	4994.976	0	0	1	5	B
1224	1	6397.0	0	0	1	7	A
1225	6	4550.0	0	0	0	5	A
1226	14	4884.976	1	7	1	7	B
1227	5	6624.0	0	0	1	9	A
1228	14	4049.976	0	0	0	1	B
1229	12	6800.976	0	0	0	6	B
1230	11	4423.976	0	0	0	9	B
1231	9	7700.976	1	1	0	7	B
1232	11	8262.976	1	0	0	7	B
1233	8	7712.0	0	0	0	7	A
1234	10	6809.976	0	0	1	5	B
1235	10	6303.976	1	16	1	9	B
1236	1	3542.0	0	0	0	4	A
1237	2	7148.0	0	0	0	6	A
1238	1	4660.0	1	2	1	9	A
1239	1	5027.0	1	0	0	9	A
1240	8	9576.0	0	0	0	7	A
1241	2	5638.0	1	2	0	5	A
1242	9	6980.976	0	0	1	3	B
1243	8	3101.0	1	10	1	9	A
1244	1	4507.0	0	0	1	8	A
1245	7	5479.0	0	0	0	9	A
1246	2	6077.0	0	0	1	3	A
1247	4	6625.0	0	0	0	5	A
1248	14	6814.976	0	0	1	7	B
1249	9	7364.976	1	7	1	9	B
1250	15	7189.976	0	0	1	9	B
1251	13	3920.976	1	2	1	9	B
1252	1	7254.0	0	0	0	6	A
1253	14	7291.976	1	5	0	3	B
1254	9	5608.976	0	0	1	7	B
1255	16	6840.976	0	0	1	9	B
1256	15	5000.976	0	0	1	8	B
1257	14	4388.976	0	0	1	9	B
1258	8	8129.0	1	2	1	6	A
1259	1	7869.0	1	0	0	8	A
1260	9	5683.976	0	0	0	5	B
1261	11	5063.976	1	7	1	8	B
1262	3	5873.0	1	4	0	8	A
1263	7	7599.0	0	0	1	8	A
1264	14	6355.976	0	0	1	5	B
1265	15	4153.976	0	0	1	9	B
1266	11	6430.976	1	24	1	9	B
1267	2	4741.0	0	0	0	8	A
1268	2	5177.0	1	5	0	7	A
1269	13	8615.976	0	0	1	6	B
1270	16	5568.976	0	0	1	7	B
1271	4	3860.0	0	0	1	9	A
1272	3	8003.0	0	0	0	9	A
1273	9	8592.976	1	5	1	8	B
1274	11	7198.976	0	0	1	8	B
1275	4	2522.0	0	0	0	9	A
1276	11	5655.976	0	0	1	9	B
1277	8	7015.0	1	0	0	9	A
1278	1	5600.0	1	33	0	9	A
1279	6	7042.0	0	0	0	9	A
1280	16	5994.976	1	13	1	6	B
1281	6	8687.0	1	2	0	9	A
1282	8	6456.0	1	3	1	7	A
1283	1	8445.0	1	9	0	9	A
1284	7	7936.0	1	7	0	7	A
1285	13	4324.976	1	2	1	7	B
1286	16	3904.976	1	3	1	8	B
1287	10	7956.976	0	0	1	6	B
1288	14	8158.976	0	0	1	5	B
1289	8	5424.0	0	0	0	4	A
1290	1	7182.0	0	0	0	7	A
1291	8	4455.0	1	2	0	9	A
1292	11	7323.976	1	5	1	5	B
1293	1	5079.0	0	0	1	9	A
1294	4	4246.0	0	0	0	7	A
1295	5	8616.0	0	0	1	8	A
1296	12	5448.976	1	13	1	5	B
1297	13	7729.976	0	0	0	8	B
1298	5	5504.0	1	3	0	5	A
1299	10	7831.976	1	21	1	7	B
1300	9	4771.976	0	0	1	7	B
1301	13	7460.976	0	0	1	3	B
1302	16	7422.976	0	0	1	9	B
1303	12	7050.976	1	0	1	7	B
1304	5	4637.0	0	0	1	8	A
1305	4	6138.0	0	0	1	2	A
1306	16	3574.976	1	2	1	7	B
1307	15	8261.976	0	0	1	8	B
1308	9	6667.976	1	9	1	7	B
1309	10	2270.976	1	2	1	6	B
1310	12	2595.976	0	0	0	9	B
1311	8	5555.0	1	3	0	7	A
1312	4	6114.0	0	0	1	6	A
1313	14	7501.976	0	0	1	7	B
1314	1	6260.0	1	1	0	9	A
1315	15	2929.976	1	6	1	9	B
1316	10	5198.976	0	0	0	9	B
1317	9	9264.976	0	0	0	9	B
1318	5	3101.0	1	3	1	5	A
1319	10	4941.976	0	0	1	4	B
1320	16	7136.976	0	0	0	9	B
1321	10	6961.976	1	26	1	6	B
1322	13	7052.976	0	0	1	8	B
1323	1	3617.0	0	0	0	9	A
1324	12	4070.976	1	4	1	9	B
1325	14	6960.976	1	1	0	9	B
1326	10	4341.976	1	17	1	5	B
1327	15	8885.976	1	1	1	8	B
1328	11	4790.976	0	0	1	9	B
1329	11	4937.976	1	1	1	7	B
1330	7	9110.0	0	0	0	2	A
1331	13	7744.976	1	1	1	7	B
1332	11	4706.976	0	0	0	7	B
1333	4	3792.0	0	0	0	6	A
1334	11	9318.976	0	0	0	9	B
1335	1	6233.0	0	0	0	7	A
1336	10	7236.976	1	17	0	9	B
1337	4	5318.0	0	0	0	9	A
1338	15	4133.976	1	9	1	5	B
1339	16	6548.976	0	0	1	4	B
1340	7	6007.0	1	2	1	8	A
1341	15	9400.976	1	23	0	9	B
1342	8	2597.0	1	0	1	6	A
1343	9	6966.976	0	0	1	7	B
1344	1	10284.0	0	0	1	9	A
1345	12	7883.976	0	0	1	7	B
1346	10	5890.976	1	2	1	4	B
1347	11	3313.976	1	0	1	7	B
1348	7	7424.0	0	0	0	3	A
1349	16	6742.976	1	0	1	8	B
1350	15	5868.976	0	0	1	8	B
1351	9	5964.976	0	0	0	6	B
1352	6	5649.0	0	0	0	7	A
1353	7	5161.0	0	0	1	6	A
1354	10	5383.976	1	15	1	8	B
1355	10	5961.976	1	2	1	6	B
1356	11	6027.976	0	0	1	9	B
1357	8	7920.0	0	0	0	7	A
1358	2	8928.0	1	3	0	6	A
1359	9	8623.976	1	14	1	4	B
1360	3	3263.0	0	0	1	9	A
1361	15	9312.976	0	0	0	9	B
1362	9	5066.976	0	0	1	7	B
1363	10	5366.976	0	0	1	8	B
1364	14	5197.976	1	3	1	7	B
1365	3	7524.0	0	0	0	6	A
1366	12	4165.976	0	0	1	9	B
1367	3	6000.0	1	18	1	3	A
1368	15	5251.976	1	5	0	9	B
1369	3	7063.0	1	4	0	7	A
1370	7	2375.0	1	2	1	7	A
1371	6	6708.0	1	8	0	7	A
1372	12	5713.976	0	0	1	4	B
1373	15	8468.976	1	12	1	6	B
1374	8	4326.0	0	0	1	8	A
1375	15	5904.976	1	2	1	9	B
1376	8	6122.0	0	0	1	9	A
1377	4	5743.0	1	6	1	4	A
1378	3	5465.0	1	9	1	7	A
1379	9	8125.976	1	10	1	6	B
1380	10	5905.976	0	0	1	9	B
1381	3	9484.0	1	1	1	9	A
1382	5	4586.0	1	3	1	8	A
1383	15	7846.976	0	0	1	5	B
1384	5	4578.0	0	0	0	9	A
1385	5	6154.0	1	2	0	8	A
1386	12	3682.976	0	0	1	7	B
1387	4	6717.0	1	10	0	5	A
1388	14	7696.976	1	9	1	4	B
1389	3	8008.0	1	3	1	3	A
1390	1	6519.0	0	0	0	6	A
1391	4	8024.0	1	13	0	3	A
1392	5	5340.0	1	1	0	6	A
1393	5	6777.0	0	0	0	7	A
1394	5	5153.0	0	0	1	9	A
1395	9	7167.976	0	0	1	9	B
1396	3	4743.0	1	13	1	9	A
1397	1	4624.0	0	0	1	8	A
1398	14	6088.976	0	0	1	6	B
1399	11	6607.976	1	7	0	7	B
1400	10	2673.976	1	6	1	9	B
1401	9	7441.976	1	0	1	5	B
1402	1	6924.0	1	1	0	8	A
1403	6	6199.0	0	0	0	8	A
1404	3	7009.0	0	0	1	7	A
1405	5	5499.0	1	18	0	3	A
1406	12	7187.976	1	19	1	9	B
1407	8	7180.0	0	0	1	7	A
1408	2	3962.0	1	0	0	9	A
1409	7	7985.0	0	0	1	9	A
1410	5	9736.0	0	0	0	9	A
1411	14	6780.976	0	0	1	9	B
1412	13	5848.976	1	29	0	6	B
1413	10	5419.976	0	0	0	5	B
1414	12	4866.976	1	5	1	9	B
1415	4	6039.0	1	1	1	9	A
1416	9	6007.976	0	0	1	9	B
1417	4	7132.0	0	0	1	3	A
1418	8	5436.0	1	1	1	6	A
1419	10	5955.976	0	0	1	9	B
1420	1	5403.0	1	22	1	9	A
1421	5	6493.0	0	0	0	8	A
1422	12	3727.976	0	0	0	5	B
1423	11	8752.976	1	5	1	4	B
1424	8	5641.0	0	0	1	8	A
1425	7	9418.0	0	0	0	8	A
1426	8	5395.0	0	0	1	7	A
1427	15	2696.976	0	0	1	9	B
1428	1	7975.0	1	9	1	8	A
1429	7	4654.0	1	9	0	7	A
1430	10	5888.976	1	10	1	9	B
1431	5	7790.0	0	0	1	9	A
1432	15	7740.976	0	0	1	4	B
1433	5	6245.0	0	0	1	9	A
1434	9	8386.976	0	0	1	4	B
1435	6	4539.0	1	7	1	6	A
1436	15	6792.976	1	1	1	2	B
1437	1	6852.0	0	0	1	9	A
1438	11	4101.976	0	0	1	7	B
1439	7	6756.0	0	0	1	7	A
1440	6	6228.0	0	0	0	5	A
1441	1	7645.0	0	0	0	2	A
1442	3	6990.0	0	0	0	9	A
1443	9	5895.976	0	0	1	9	B
